DynamicHysteresisResult

Table 1
Table No [#]	Vc+ [V]	Vc- [V]	Pr+ [uC/cm2]	Pr- [uC/cm2]	Prrel+ [uC/cm2]	Prrel- [uC/cm2]	Psw [uC/cm2]	Pnsw [uC/cm2]	dPsw [uC/cm2]	Wloss [uJ/cm2]	VcShift [V]	Rav [Ohm]	Cls [F]	Epsls [1]	Measurement Status []	Vmax+ [V]	Vmax- [V]	Pvmax+ [uC/cm2]	Pvmax- [uC/cm2]	Ipk+ [A]	Ipk- [A]	Hysteresis Frequency [Hz]	Hysteresis Amplitude [V]	Current Range []	Averages []	
1.000000e+000	1.887090e+002	-1.858090e+002	2.959000e-001	-3.013730e-001	2.190330e-001	-2.151130e-001	7.747650e-001	3.406190e-001	4.341460e-001	3.410640e+002	1.450060e+000	3.157350e+006	9.394090e-010	3.176180e+003	0.000000e+000	5.042670e+002	-4.989070e+002	5.596520e-001	-5.596520e-001	3.373550e-004	-3.434300e-004	1.000000e+002	5.000000e+002	5.000000e+000	1.000000e+000	
2.000000e+000	1.849820e+002	-1.914890e+002	2.372020e-001	-3.466340e-001	1.510190e-001	-1.011300e-001	4.880020e-001	2.358530e-001	2.521490e-001	2.783310e+002	-3.253780e+000	3.273820e+005	6.740420e-010	2.278960e+003	0.000000e+000	3.804850e+002	-4.119960e+002	3.868720e-001	-3.868720e-001	2.235410e-003	-2.352640e-003	1.000000e+003	5.000000e+002	4.000000e+000	1.000000e+000	
3.000000e+000	1.720340e+002	-1.716800e+002	3.053230e-001	-2.984790e-001	2.454170e-001	-2.368080e-001	8.390880e-001	3.568640e-001	4.822240e-001	3.402340e+002	1.766510e-001	3.125110e+007	1.036580e-009	3.504720e+003	0.000000e+000	5.020460e+002	-4.971570e+002	6.022810e-001	-6.022810e-001	3.689000e-005	-3.675320e-005	1.000000e+001	5.000000e+002	6.000000e+000	1.000000e+000	
4.000000e+000	1.701350e+002	-1.689060e+002	3.406390e-001	-3.327350e-001	2.944530e-001	-2.836550e-001	9.458410e-001	3.677330e-001	5.781070e-001	3.788670e+002	6.146670e-001	2.806040e+008	1.147450e-009	3.879580e+003	0.000000e+000	5.004330e+002	-4.958650e+002	6.621860e-001	-6.621860e-001	4.286540e-006	-4.266760e-006	1.000000e+000	5.000000e+002	7.000000e+000	1.000000e+000	

DynamicHysteresis
Program: aixPlorer Software version 3.0.63.0
TimeStamp: 02/15/2024 15:10:48
TfaModule: DHM
ProgramMode: 0
TfaFileType: data
BasicUnit: BU624-1
TfaVersion: 4.7.0

Table 1
Timestamp: 02/15/2024 15:13:37
TableVersion: 4.7.0
Monitoring: YES
Averages: 1
Settings: PSW HV MON
Waveform: triangle
SampleName: G1_BTO_500V_100Hz
Area [mm2]: 78.5
Thickness [nm]: 2.35e+006
Number Of Ceramic Layers: 1
Current Range: 5 (1mA)
Hysteresis Frequency [Hz]: 100
Hysteresis Amplitude [V]: 500
Cls [F]: 9.39409e-010
Epsls [1]: 3176.18
Vc+ [V]: 188.709
Vc- [V]: -185.809
Pr+ [uC/cm2]: 0.2959
Pr- [uC/cm2]: -0.301373
Prrel+ [uC/cm2]: 0.219033
Prrel- [uC/cm2]: -0.215113
Wloss [uJ/cm2]: 341.064
VcShift [V]: 1.45006
Vmax+ [V]: 504.267
Vmax- [V]: -498.907
Pvmax+ [uC/cm2]: 0.559652
Pvmax- [uC/cm2]: -0.559652
Ipk+ [A]: 0.000337355
Ipk- [A]: -0.00034343
Psw [uC/cm2]: 0.774765
Pnsw [uC/cm2]: 0.340619
dPsw [uC/cm2]: 0.434146
Rav [Ohm]: 3.15735e+006
Basic System: TFAnalyzer 2000 E
Measure Head: FE 568-2
MeasureHal Profile: default
Program Version: 3.0.63.0
Operator: Unknown
HV Amplifier: TREK 610E 10kV
Interferometer: SIOS
Measurement Topology: electrical 3, strain 3
Measurement Status: 0
Time [s]	V+ [V]	V- [V]	I1 [A]	P1 [uC/cm2]	I2 [A]	P2 [uC/cm2]	I3 [A]	P3 [uC/cm2]	
3.225000e-001	3.549049e+002	-3.510680e+002	-6.346602e-007	6.365600e-001	-6.246766e-007	6.357429e-001	5.964598e-007	-6.365586e-001	
3.250000e-001	3.502686e+002	-3.456532e+002	-5.421148e-007	6.346861e-001	-5.621692e-007	6.338531e-001	7.263289e-007	-6.344522e-001	
3.275000e-001	3.451202e+002	-3.406892e+002	-6.691782e-007	6.327573e-001	-6.560748e-007	6.319132e-001	6.117488e-007	-6.323215e-001	
3.300000e-001	3.400777e+002	-3.356114e+002	-6.443693e-007	6.306657e-001	-6.575751e-007	6.298214e-001	6.798179e-007	-6.302649e-001	
3.325000e-001	3.353946e+002	-3.304114e+002	-6.479670e-007	6.286078e-001	-6.762967e-007	6.276974e-001	7.118171e-007	-6.280489e-001	
3.350000e-001	3.298035e+002	-3.258679e+002	-7.689936e-007	6.263515e-001	-7.539715e-007	6.254199e-001	5.855323e-007	-6.259831e-001	
3.375000e-001	3.250788e+002	-3.207596e+002	-6.731558e-007	6.240551e-001	-6.943418e-007	6.231137e-001	7.585883e-007	-6.238428e-001	
3.400000e-001	3.200268e+002	-3.157668e+002	-7.279560e-007	6.218240e-001	-7.350310e-007	6.208376e-001	7.141209e-007	-6.214977e-001	
3.425000e-001	3.148817e+002	-3.109575e+002	-7.576713e-007	6.194584e-001	-7.446083e-007	6.184815e-001	7.096725e-007	-6.192305e-001	
3.450000e-001	3.103832e+002	-3.055790e+002	-6.501560e-007	6.172166e-001	-6.666185e-007	6.162343e-001	8.553244e-007	-6.167385e-001	
3.475000e-001	3.050955e+002	-3.007558e+002	-7.969523e-007	6.149123e-001	-7.910681e-007	6.139131e-001	7.401402e-007	-6.141979e-001	
3.500000e-001	3.001397e+002	-2.957381e+002	-7.653535e-007	6.124245e-001	-7.726525e-007	6.114231e-001	8.006467e-007	-6.117444e-001	
3.525000e-001	2.953003e+002	-2.905544e+002	-7.563629e-007	6.100014e-001	-7.902326e-007	6.089345e-001	8.275982e-007	-6.091517e-001	
3.550000e-001	2.898011e+002	-2.858545e+002	-9.163535e-007	6.073379e-001	-9.022232e-007	6.062395e-001	7.152065e-007	-6.066950e-001	
3.575000e-001	2.851193e+002	-2.807443e+002	-7.866398e-007	6.046261e-001	-8.095700e-007	6.035137e-001	8.808854e-007	-6.041535e-001	
3.600000e-001	2.800336e+002	-2.758043e+002	-8.474570e-007	6.020240e-001	-8.576577e-007	6.008589e-001	8.271075e-007	-6.014337e-001	
3.625000e-001	2.747794e+002	-2.708491e+002	-8.943277e-007	5.992505e-001	-8.746464e-007	5.981004e-001	8.370471e-007	-5.987838e-001	
3.650000e-001	2.703024e+002	-2.656185e+002	-7.639885e-007	5.966099e-001	-7.885061e-007	5.954521e-001	1.001897e-006	-5.958555e-001	
3.675000e-001	2.649439e+002	-2.606693e+002	-9.167565e-007	5.939335e-001	-9.105718e-007	5.927465e-001	8.497499e-007	-5.929071e-001	
3.700000e-001	2.601213e+002	-2.554826e+002	-8.907892e-007	5.910552e-001	-9.051281e-007	5.898553e-001	9.384255e-007	-5.900596e-001	
3.725000e-001	2.553291e+002	-2.504688e+002	-8.875213e-007	5.882235e-001	-9.211821e-007	5.869472e-001	9.668966e-007	-5.870257e-001	
3.750000e-001	2.497711e+002	-2.458108e+002	-1.044666e-006	5.851468e-001	-1.034253e-006	5.838334e-001	8.313997e-007	-5.841622e-001	
3.775000e-001	2.449582e+002	-2.407177e+002	-9.210026e-007	5.820168e-001	-9.426632e-007	5.806855e-001	1.014285e-006	-5.812232e-001	
3.800000e-001	2.401148e+002	-2.357480e+002	-9.928245e-007	5.789693e-001	-9.989636e-007	5.775937e-001	9.713181e-007	-5.780614e-001	
3.825000e-001	2.346837e+002	-2.309407e+002	-1.019961e-006	5.757642e-001	-9.970386e-007	5.744154e-001	9.604984e-007	-5.749852e-001	
3.850000e-001	2.302549e+002	-2.256170e+002	-8.941212e-007	5.727163e-001	-9.262155e-007	5.713528e-001	1.145152e-006	-5.716323e-001	
3.875000e-001	2.250353e+002	-2.206207e+002	-1.062361e-006	5.696009e-001	-1.056797e-006	5.681952e-001	9.931885e-007	-5.682273e-001	
3.900000e-001	2.200906e+002	-2.156416e+002	-1.018872e-006	5.662868e-001	-1.026431e-006	5.648779e-001	1.078951e-006	-5.649277e-001	
3.925000e-001	2.153204e+002	-2.103640e+002	-1.025830e-006	5.630309e-001	-1.063727e-006	5.615497e-001	1.117466e-006	-5.614302e-001	
3.950000e-001	2.097711e+002	-2.057430e+002	-1.210745e-006	5.594695e-001	-1.197858e-006	5.579484e-001	9.801866e-007	-5.580900e-001	
3.975000e-001	2.049949e+002	-2.007632e+002	-1.041704e-006	5.558828e-001	-1.069097e-006	5.543386e-001	1.150156e-006	-5.546978e-001	
4.000000e-001	1.998876e+002	-1.957340e+002	-1.145347e-006	5.524002e-001	-1.155051e-006	5.507970e-001	1.110971e-006	-5.510972e-001	
4.025000e-001	1.947561e+002	-1.909208e+002	-1.182594e-006	5.486933e-001	-1.165875e-006	5.471012e-001	1.128528e-006	-5.475311e-001	
4.050000e-001	1.902046e+002	-1.854673e+002	-1.033047e-006	5.451652e-001	-1.063475e-006	5.435513e-001	1.306813e-006	-5.436532e-001	
4.075000e-001	1.849616e+002	-1.805933e+002	-1.216218e-006	5.415836e-001	-1.211962e-006	5.399280e-001	1.151473e-006	-5.397387e-001	
4.100000e-001	1.801168e+002	-1.755077e+002	-1.170962e-006	5.377823e-001	-1.184459e-006	5.361120e-001	1.259568e-006	-5.358995e-001	
4.125000e-001	1.752539e+002	-1.703062e+002	-1.188955e-006	5.340245e-001	-1.220809e-006	5.322820e-001	1.282323e-006	-5.318519e-001	
4.150000e-001	1.696621e+002	-1.657749e+002	-1.364663e-006	5.299582e-001	-1.364113e-006	5.281659e-001	1.129762e-006	-5.280110e-001	
4.175000e-001	1.649148e+002	-1.605684e+002	-1.220558e-006	5.258417e-001	-1.251785e-006	5.240004e-001	1.336732e-006	-5.240835e-001	
4.200000e-001	1.599033e+002	-1.557106e+002	-1.323411e-006	5.217907e-001	-1.326792e-006	5.198944e-001	1.284674e-006	-5.199093e-001	
4.225000e-001	1.545732e+002	-1.508003e+002	-1.352206e-006	5.175302e-001	-1.329593e-006	5.156645e-001	1.298615e-006	-5.157957e-001	
4.250000e-001	1.502414e+002	-1.454388e+002	-1.202474e-006	5.134622e-001	-1.232076e-006	5.115854e-001	1.510599e-006	-5.113225e-001	
4.275000e-001	1.448965e+002	-1.405323e+002	-1.407425e-006	5.093064e-001	-1.406401e-006	5.073840e-001	1.343638e-006	-5.067775e-001	
4.300000e-001	1.399983e+002	-1.354954e+002	-1.345940e-006	5.049220e-001	-1.352388e-006	5.029910e-001	1.442381e-006	-5.023412e-001	
4.325000e-001	1.351915e+002	-1.302774e+002	-1.373048e-006	5.005924e-001	-1.412194e-006	4.985889e-001	1.487382e-006	-4.976760e-001	
4.350000e-001	1.296099e+002	-1.257298e+002	-1.583642e-006	4.958843e-001	-1.577418e-006	4.938283e-001	1.322792e-006	-4.932012e-001	
4.375000e-001	1.249186e+002	-1.205226e+002	-1.415126e-006	4.911092e-001	-1.437246e-006	4.890279e-001	1.530282e-006	-4.886580e-001	
4.400000e-001	1.198859e+002	-1.156483e+002	-1.522372e-006	4.864317e-001	-1.536997e-006	4.842918e-001	1.496913e-006	-4.838377e-001	
4.425000e-001	1.146516e+002	-1.108330e+002	-1.578011e-006	4.814947e-001	-1.550679e-006	4.793752e-001	1.514977e-006	-4.790417e-001	
4.450000e-001	1.101148e+002	-1.053903e+002	-1.392290e-006	4.767650e-001	-1.423844e-006	4.746387e-001	1.730609e-006	-4.738735e-001	
4.475000e-001	1.047711e+002	-1.005993e+002	-1.629429e-006	4.719533e-001	-1.623382e-006	4.697864e-001	1.577239e-006	-4.686063e-001	
4.500000e-001	9.987142e+001	-9.550246e+001	-1.572447e-006	4.668548e-001	-1.592242e-006	4.646660e-001	1.678812e-006	-4.634215e-001	
4.525000e-001	9.517164e+001	-9.032165e+001	-1.593460e-006	4.618135e-001	-1.638730e-006	4.595211e-001	1.731790e-006	-4.579906e-001	
4.550000e-001	8.963476e+001	-8.561312e+001	-1.837638e-006	4.563500e-001	-1.845081e-006	4.539736e-001	1.563567e-006	-4.527432e-001	
4.575000e-001	8.485368e+001	-8.050887e+001	-1.634314e-006	4.508214e-001	-1.699785e-006	4.483290e-001	1.795135e-006	-4.473949e-001	
4.600000e-001	7.972204e+001	-7.557585e+001	-1.798554e-006	4.453551e-001	-1.776796e-006	4.427930e-001	1.735247e-006	-4.417733e-001	
4.625000e-001	7.465201e+001	-7.068400e+001	-1.807929e-006	4.396123e-001	-1.811750e-006	4.370788e-001	1.777124e-006	-4.361804e-001	
4.650000e-001	7.004596e+001	-6.544275e+001	-1.676736e-006	4.340634e-001	-1.689870e-006	4.315029e-001	2.031627e-006	-4.301155e-001	
4.675000e-001	6.478473e+001	-6.055391e+001	-1.901618e-006	4.283654e-001	-1.900798e-006	4.257853e-001	1.857053e-006	-4.239233e-001	
4.700000e-001	5.987189e+001	-5.545059e+001	-1.846529e-006	4.223970e-001	-1.861704e-006	4.197941e-001	1.967209e-006	-4.178337e-001	
4.725000e-001	5.518872e+001	-5.019681e+001	-1.889744e-006	4.164475e-001	-1.939028e-006	4.137419e-001	2.040093e-006	-4.114527e-001	
4.750000e-001	4.964335e+001	-4.549376e+001	-2.139344e-006	4.100318e-001	-2.141208e-006	4.072447e-001	1.846805e-006	-4.052633e-001	
4.775000e-001	4.489409e+001	-4.059269e+001	-1.968656e-006	4.034904e-001	-1.998157e-006	4.006534e-001	2.089965e-006	-3.989946e-001	
4.800000e-001	3.967926e+001	-3.558173e+001	-2.098625e-006	3.970138e-001	-2.118498e-006	3.940982e-001	2.062763e-006	-3.923820e-001	
4.825000e-001	3.458135e+001	-3.069554e+001	-2.151537e-006	3.902461e-001	-2.137140e-006	3.873217e-001	2.090233e-006	-3.857689e-001	
4.850000e-001	2.996327e+001	-2.535434e+001	-1.955916e-006	3.837055e-001	-1.989535e-006	3.807506e-001	2.363060e-006	-3.786777e-001	
4.875000e-001	2.474813e+001	-2.034920e+001	-2.234899e-006	3.770323e-001	-2.247875e-006	3.740031e-001	2.198058e-006	-3.714148e-001	
4.900000e-001	1.978938e+001	-1.540542e+001	-2.189704e-006	3.699867e-001	-2.209388e-006	3.669056e-001	2.318484e-006	-3.642228e-001	
4.925000e-001	1.499329e+001	-1.011888e+001	-2.216083e-006	3.629711e-001	-2.272821e-006	3.597683e-001	2.374100e-006	-3.567505e-001	
4.950000e-001	9.569619e+000	-5.534455e+000	-2.516864e-006	3.554346e-001	-2.518725e-006	3.521384e-001	2.185326e-006	-3.494903e-001	
4.975000e-001	4.815490e+000	-5.207905e-001	-2.327630e-006	3.477204e-001	-2.360457e-006	3.443690e-001	2.445064e-006	-3.421171e-001	
5.000000e-001	-3.807239e-001	4.422377e+000	-2.471102e-006	3.400791e-001	-2.471102e-006	3.366755e-001	2.402813e-006	-3.343975e-001	
5.025000e-001	-5.492435e+000	9.305192e+000	-2.494722e-006	3.321718e-001	-2.494722e-006	3.287681e-001	2.427899e-006	-3.267053e-001	
5.050000e-001	-9.994212e+000	1.464961e+001	-2.353146e-006	3.244522e-001	-2.353146e-006	3.210486e-001	2.736063e-006	-3.184824e-001	
5.075000e-001	-1.519524e+001	1.957800e+001	-2.579077e-006	3.165984e-001	-2.579077e-006	3.131947e-001	2.535459e-006	-3.100883e-001	
5.100000e-001	-2.012525e+001	2.450775e+001	-2.578600e-006	3.083855e-001	-2.578600e-006	3.049819e-001	2.645844e-006	-3.018378e-001	
5.125000e-001	-2.491267e+001	2.971187e+001	-2.623280e-006	3.001023e-001	-2.623280e-006	2.966986e-001	2.709612e-006	-2.933100e-001	
5.150000e-001	-3.028948e+001	3.440577e+001	-2.875524e-006	2.913462e-001	-2.875524e-006	2.879425e-001	2.474298e-006	-2.850554e-001	
5.175000e-001	-3.517446e+001	3.948504e+001	-2.708548e-006	2.824544e-001	-2.708548e-006	2.790507e-001	2.739040e-006	-2.767539e-001	
5.200000e-001	-4.033393e+001	4.444497e+001	-2.798700e-006	2.736849e-001	-2.798700e-006	2.702812e-001	2.709264e-006	-2.680783e-001	
5.225000e-001	-4.551802e+001	4.924969e+001	-2.853184e-006	2.646851e-001	-2.853184e-006	2.612814e-001	2.700689e-006	-2.594637e-001	
5.250000e-001	-4.999729e+001	5.467117e+001	-2.661599e-006	2.559036e-001	-2.661599e-006	2.524999e-001	3.043130e-006	-2.503175e-001	
5.275000e-001	-5.525893e+001	5.960340e+001	-2.911035e-006	2.470299e-001	-2.911035e-006	2.436263e-001	2.846699e-006	-2.409388e-001	
5.300000e-001	-6.013090e+001	6.459538e+001	-2.880620e-006	2.378076e-001	-2.880620e-006	2.344039e-001	2.962665e-006	-2.316882e-001	
5.325000e-001	-6.488264e+001	6.974713e+001	-2.928980e-006	2.285566e-001	-2.928980e-006	2.251529e-001	3.042007e-006	-2.221266e-001	
5.350000e-001	-7.040960e+001	7.446490e+001	-3.209450e-006	2.187820e-001	-3.209450e-006	2.153784e-001	2.818980e-006	-2.127938e-001	
5.375000e-001	-7.518686e+001	7.958836e+001	-3.040074e-006	2.088306e-001	-3.040074e-006	2.054269e-001	3.083732e-006	-2.033946e-001	
5.400000e-001	-8.028876e+001	8.442552e+001	-3.139195e-006	1.989910e-001	-3.139195e-006	1.955873e-001	3.063944e-006	-1.936053e-001	
5.425000e-001	-8.555240e+001	8.932422e+001	-3.195938e-006	1.889032e-001	-3.195938e-006	1.854995e-001	3.078516e-006	-1.838243e-001	
5.450000e-001	-9.000838e+001	9.475327e+001	-2.976707e-006	1.790741e-001	-2.976707e-006	1.756704e-001	3.446237e-006	-1.734346e-001	
5.475000e-001	-9.520747e+001	9.963601e+001	-3.273159e-006	1.691221e-001	-3.273159e-006	1.657184e-001	3.212193e-006	-1.628320e-001	
5.500000e-001	-1.002712e+002	1.046228e+002	-3.238739e-006	1.587528e-001	-3.238739e-006	1.553492e-001	3.349000e-006	-1.523842e-001	
5.525000e-001	-1.050256e+002	1.097972e+002	-3.287923e-006	1.483601e-001	-3.287923e-006	1.449564e-001	3.442366e-006	-1.415700e-001	
5.550000e-001	-1.104686e+002	1.145037e+002	-3.579674e-006	1.374244e-001	-3.579674e-006	1.340207e-001	3.190645e-006	-1.310078e-001	
5.575000e-001	-1.152504e+002	1.194536e+002	-3.424206e-006	1.262717e-001	-3.424206e-006	1.228681e-001	3.476717e-006	-1.203910e-001	
5.600000e-001	-1.204196e+002	1.245930e+002	-3.531855e-006	1.151952e-001	-3.531855e-006	1.117915e-001	3.403745e-006	-1.094349e-001	
5.625000e-001	-1.256684e+002	1.293687e+002	-3.576062e-006	1.038768e-001	-3.576062e-006	1.004732e-001	3.450604e-006	-9.852029e-002	
5.650000e-001	-1.300789e+002	1.348082e+002	-3.377169e-006	9.280482e-002	-3.377169e-006	8.940116e-002	3.818483e-006	-8.694531e-002	
5.675000e-001	-1.353299e+002	1.396823e+002	-3.635982e-006	8.163738e-002	-3.635982e-006	7.823372e-002	3.629012e-006	-7.508624e-002	
5.700000e-001	-1.402262e+002	1.447067e+002	-3.628037e-006	7.007048e-002	-3.628037e-006	6.666681e-002	3.725423e-006	-6.337536e-002	
5.725000e-001	-1.449543e+002	1.498995e+002	-3.666662e-006	5.845471e-002	-3.666662e-006	5.505105e-002	3.829025e-006	-5.134598e-002	
5.750000e-001	-1.505297e+002	1.545771e+002	-3.979874e-006	4.627870e-002	-3.979874e-006	4.287504e-002	3.565400e-006	-3.957142e-002	
5.775000e-001	-1.553252e+002	1.595770e+002	-3.807014e-006	3.387919e-002	-3.807014e-006	3.047553e-002	3.828232e-006	-2.779812e-002	
5.800000e-001	-1.604458e+002	1.646160e+002	-3.917675e-006	2.157873e-002	-3.917675e-006	1.817507e-002	3.809388e-006	-1.563631e-002	
5.825000e-001	-1.656738e+002	1.693497e+002	-3.974591e-006	9.011431e-003	-3.974591e-006	5.607769e-003	3.815123e-006	-3.495365e-003	
5.850000e-001	-1.700714e+002	1.747826e+002	-3.725406e-006	-3.249711e-003	-3.725406e-006	-6.653373e-003	4.147430e-006	9.183861e-003	
5.875000e-001	-1.753891e+002	1.798242e+002	-3.999943e-006	-1.555122e-002	-3.999943e-006	-1.895488e-002	3.959033e-006	2.209224e-002	
5.900000e-001	-1.802601e+002	1.846994e+002	-3.982585e-006	-2.826225e-002	-3.982585e-006	-3.166591e-002	4.049291e-006	3.484435e-002	
5.925000e-001	-1.851745e+002	1.899290e+002	-3.983460e-006	-4.094704e-002	-3.983460e-006	-4.435070e-002	4.131525e-006	4.787113e-002	
5.950000e-001	-1.905395e+002	1.947145e+002	-4.266756e-006	-5.408432e-002	-4.266756e-006	-5.748799e-002	3.843229e-006	6.056978e-002	
5.975000e-001	-1.953357e+002	1.997171e+002	-4.089405e-006	-6.739031e-002	-4.089405e-006	-7.079397e-002	4.084345e-006	7.319331e-002	
6.000000e-001	-2.003787e+002	2.046428e+002	-4.162807e-006	-8.053078e-002	-4.162807e-006	-8.393444e-002	4.027144e-006	8.610969e-002	
6.025000e-001	-2.056461e+002	2.094032e+002	-4.163923e-006	-9.378990e-002	-4.163923e-006	-9.719356e-002	3.971798e-006	9.884686e-002	
6.050000e-001	-2.101913e+002	2.148593e+002	-3.905409e-006	-1.066392e-001	-3.905409e-006	-1.100428e-001	4.286543e-006	1.119971e-001	
6.075000e-001	-2.154330e+002	2.198354e+002	-4.100898e-006	-1.193881e-001	-4.100898e-006	-1.227917e-001	4.053510e-006	1.252774e-001	
6.100000e-001	-2.202629e+002	2.247616e+002	-4.041268e-006	-1.323533e-001	-4.041268e-006	-1.357569e-001	4.093653e-006	1.382506e-001	
6.125000e-001	-2.251002e+002	2.299864e+002	-4.003211e-006	-1.451630e-001	-4.003211e-006	-1.485666e-001	4.133891e-006	1.513518e-001	
6.150000e-001	-2.306031e+002	2.347019e+002	-4.242753e-006	-1.582935e-001	-4.242753e-006	-1.616971e-001	3.802889e-006	1.639900e-001	
6.175000e-001	-2.353648e+002	2.397498e+002	-4.007562e-006	-1.714309e-001	-4.007562e-006	-1.748346e-001	3.991658e-006	1.764017e-001	
6.200000e-001	-2.405501e+002	2.446855e+002	-4.032310e-006	-1.842333e-001	-4.032310e-006	-1.876369e-001	3.890817e-006	1.889534e-001	
6.225000e-001	-2.456808e+002	2.494420e+002	-4.002239e-006	-1.970271e-001	-4.002239e-006	-2.004308e-001	3.813308e-006	2.012211e-001	
6.250000e-001	-2.501568e+002	2.548535e+002	-3.725091e-006	-2.093318e-001	-3.725091e-006	-2.127355e-001	4.038356e-006	2.137238e-001	
6.275000e-001	-2.554578e+002	2.599243e+002	-3.867967e-006	-2.214227e-001	-3.867967e-006	-2.248263e-001	3.802818e-006	2.262097e-001	
6.300000e-001	-2.603623e+002	2.648280e+002	-3.770991e-006	-2.335866e-001	-3.770991e-006	-2.369903e-001	3.814917e-006	2.383399e-001	
6.325000e-001	-2.651017e+002	2.699970e+002	-3.703169e-006	-2.454881e-001	-3.703169e-006	-2.488918e-001	3.789547e-006	2.504489e-001	
6.350000e-001	-2.707518e+002	2.746252e+002	-3.901939e-006	-2.575982e-001	-3.901939e-006	-2.610018e-001	3.489642e-006	2.620399e-001	
6.375000e-001	-2.753590e+002	2.797394e+002	-3.658136e-006	-2.696365e-001	-3.658136e-006	-2.730402e-001	3.642927e-006	2.733975e-001	
6.400000e-001	-2.804844e+002	2.847079e+002	-3.649241e-006	-2.812725e-001	-3.649241e-006	-2.846761e-001	3.505717e-006	2.847807e-001	
6.425000e-001	-2.857422e+002	2.895313e+002	-3.631954e-006	-2.928667e-001	-3.631954e-006	-2.962704e-001	3.429584e-006	2.958242e-001	
6.450000e-001	-2.902232e+002	2.949068e+002	-3.335867e-006	-3.039620e-001	-3.335867e-006	-3.073656e-001	3.622157e-006	3.070531e-001	
6.475000e-001	-2.954589e+002	2.998274e+002	-3.456036e-006	-3.147771e-001	-3.456036e-006	-3.181808e-001	3.358108e-006	3.181682e-001	
6.500000e-001	-3.004007e+002	3.048769e+002	-3.370666e-006	-3.256477e-001	-3.370666e-006	-3.290513e-001	3.389013e-006	3.289120e-001	
6.525000e-001	-3.051255e+002	3.100230e+002	-3.306344e-006	-3.362798e-001	-3.306344e-006	-3.396835e-001	3.368572e-006	3.396725e-001	
6.550000e-001	-3.107314e+002	3.146909e+002	-3.457850e-006	-3.470508e-001	-3.457850e-006	-3.504545e-001	3.074685e-006	3.499324e-001	
6.575000e-001	-3.154728e+002	3.197104e+002	-3.218821e-006	-3.576825e-001	-3.218821e-006	-3.610861e-001	3.222644e-006	3.599600e-001	
6.600000e-001	-3.204869e+002	3.246658e+002	-3.236893e-006	-3.679623e-001	-3.236893e-006	-3.713659e-001	3.105900e-006	3.700373e-001	
6.625000e-001	-3.257990e+002	3.294897e+002	-3.184777e-006	-3.781879e-001	-3.184777e-006	-3.815915e-001	3.031251e-006	3.798099e-001	
6.650000e-001	-3.302273e+002	3.348590e+002	-2.934482e-006	-3.879319e-001	-2.934482e-006	-3.913356e-001	3.213824e-006	3.897542e-001	
6.675000e-001	-3.353714e+002	3.397929e+002	-3.089232e-006	-3.975238e-001	-3.089232e-006	-4.009275e-001	2.978059e-006	3.996139e-001	
6.700000e-001	-3.403588e+002	3.448849e+002	-2.980264e-006	-4.071886e-001	-2.980264e-006	-4.105923e-001	3.012125e-006	4.091524e-001	
6.725000e-001	-3.452977e+002	3.500439e+002	-2.920993e-006	-4.165855e-001	-2.920993e-006	-4.199892e-001	2.969050e-006	4.186766e-001	
6.750000e-001	-3.505964e+002	3.547316e+002	-3.078022e-006	-4.261381e-001	-3.078022e-006	-4.295418e-001	2.746562e-006	4.277779e-001	
6.775000e-001	-3.553889e+002	3.597471e+002	-2.849637e-006	-4.355770e-001	-2.849637e-006	-4.389807e-001	2.873815e-006	4.367275e-001	
6.800000e-001	-3.604993e+002	3.646569e+002	-2.894735e-006	-4.447241e-001	-2.894735e-006	-4.481278e-001	2.762648e-006	4.457028e-001	
6.825000e-001	-3.656444e+002	3.694683e+002	-2.850261e-006	-4.538722e-001	-2.850261e-006	-4.572759e-001	2.725411e-006	4.544417e-001	
6.850000e-001	-3.702437e+002	3.748473e+002	-2.644223e-006	-4.626214e-001	-2.644223e-006	-4.660251e-001	2.878630e-006	4.633654e-001	
6.875000e-001	-3.754729e+002	3.798884e+002	-2.758402e-006	-4.712243e-001	-2.758402e-006	-4.746280e-001	2.664942e-006	4.721927e-001	
6.900000e-001	-3.804868e+002	3.849439e+002	-2.688656e-006	-4.798980e-001	-2.688656e-006	-4.833016e-001	2.722058e-006	4.807707e-001	
6.925000e-001	-3.851304e+002	3.900999e+002	-2.655449e-006	-4.884077e-001	-2.655449e-006	-4.918113e-001	2.686879e-006	4.893837e-001	
6.950000e-001	-3.907469e+002	3.947649e+002	-2.776579e-006	-4.970574e-001	-2.776579e-006	-5.004611e-001	2.475067e-006	4.976034e-001	
6.975000e-001	-3.954875e+002	3.996721e+002	-2.586524e-006	-5.055974e-001	-2.586524e-006	-5.090010e-001	2.624923e-006	5.057244e-001	
7.000000e-001	-4.005966e+002	4.047093e+002	-2.621425e-006	-5.138903e-001	-2.621425e-006	-5.172940e-001	2.503353e-006	5.138904e-001	
7.025000e-001	-4.057556e+002	4.095508e+002	-2.591531e-006	-5.221912e-001	-2.591531e-006	-5.255948e-001	2.474289e-006	5.218166e-001	
7.050000e-001	-4.102541e+002	4.149165e+002	-2.417872e-006	-5.301679e-001	-2.417872e-006	-5.335716e-001	2.633727e-006	5.299504e-001	
